Restaurant_ID,Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
342,Evergreen Food Point,1,Noida,"Krishna Apra Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5111958,28.4708978,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
343,Evergreen Sweets,1,Noida,"A-2/27, Opposite Kendriya Vihar, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38730572,28.5333408,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,16
344,Faasos,1,Noida,"C-11/98, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3616483,28.569412,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,10
345,F-all (Food for All),1,Noida,"Sector 40, Noida",Sector 40,"Sector 40, Noida",77.3568036,28.5651898,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,24
346,Fire n Ice,1,Noida,"104, Food Court, Shopprix Mall, Sector 61, Noida","Shopprix Mall, Sector 61, Noida","Shopprix Mall, Sector 61, Noida, Noida",77.3648332,28.5971027,"Fast Food, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,1
347,Fit Bites,1,Noida,"B-5, Ground Floor, Wave Silver Tower, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32514117,28.57101361,Healthy Food,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,154
348,Fit Bites,1,Noida,"Shop 1, Sharma Market, Arun Vihar, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.340721,28.566297,Healthy Food,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,26
349,Flames of Tandoor,1,Noida,"Main DSC Road, Near OBC Bank, Sector 49, Noida",Sector 49,"Sector 49, Noida",77.37059221,28.56042768,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,76
350,Flluid - Mosaic Hotels,1,Noida,"Mosaic Hotels, C-1, Sector 18, Noida","Mosaic Hotels, Sector 18, Noida ","Mosaic Hotels, Sector 18, Noida , Noida",77.32554484,28.57102038,"Continental, North Indian, Mexican",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,135
351,Floating Cakes,1,Noida,"Shop 2, Main Market, Deepak Vihar, Sector 62A, Sector 62, Noida",Sector 62,"Sector 62, Noida",0,0,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,12
352,Flying Cakes,1,Noida,"Shop 37, Kanchanjunga Market, Near Shoprix Mall, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.362366,28.5955703,Bakery,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,Red,Poor,56
353,Food Bell,1,Noida,"Shersingh Market, Naga Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3141014,28.5814426,"North Indian, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,6
354,Food Brigade,1,Noida,"1, Ground Floor, Unit A-13/2,3,4  Highway Tower 1, Near Jaypee College, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37389041,28.62840758,"North Indian, South Indian, Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15
355,Food Cabana,1,Noida,"Film City, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",0,0,Chinese,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
356,Food Destination,1,Noida,"Shop 10, Skytech Matrott, Sector 76,  Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3862918,28.57108,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
357,Food Express,1,Noida,"C-94, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.33208809,28.58894661,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
358,Food Hut,1,Noida,"E 4/13, Sector 56, Noida",Sector 56,"Sector 56, Noida",77.3427604,28.603325,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
359,Food Passengers,1,Noida,"E-214, First Floor, Sector 63, Noida",Sector 63,"Sector 63, Noida",0,0,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
360,Food Plaza,1,Noida,"Opposite Ansal Mall, Knowledge Park 1, Pari Chowk, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5085078,28.4647244,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
361,Food Tamasha & Co.,1,Noida,"Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5078806,28.4668203,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,24
362,Food Town,1,Noida,"Shop 12, A Block, Sector 31, Noida",Sector 31,"Sector 31, Noida",0,0,"Chinese, North Indian, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
363,Food Weavers,1,Noida,"Opposite Samsung Tower Building, Near Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3656117,28.6129491,"Chinese, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
364,Foodelicious,1,Noida,"E-4/20, Om Sai Market, Sector 56, Noida",Sector 56,"Sector 56, Noida",77.3427967,28.6033255,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,144
365,Foodicious,1,Noida,"B 33/ K 1C, Sector 1, Noida",Sector 1,"Sector 1, Noida",77.3129503,28.5872879,"Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
366,Foodie,1,Noida,"E-19, E Block Market, Sector 3, Noida",Sector 3,"Sector 3, Noida",77.319038,28.5818551,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,8
367,Foodies Park,1,Noida,"Choudhary Fateh Singh Market, Opposite Amarpali Sapphire, Sector 45, Noida",Sector 45,"Sector 45, Noida",77.3425046,28.5509007,"Chinese, North Indian",450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
368,Fortune Deli -  Fortune Inn Grazia,1,Noida,"Fortune Inn Grazia, Block 1, 1A, Sector 27, Noida","Fortune Inn Grazia, Sector 27, Noida","Fortune Inn Grazia, Sector 27, Noida, Noida",77.3283593,28.5773903,Chinese,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,27
369,Frequent Bakes,1,Noida,"RN 10, Rasulpur Nawada, Near SRS Value Bazaar, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3702942,28.6181067,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,38
370,Fresh and Fit Ghar Ka Khana,1,Noida,"F Block, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3619772,28.5702807,"North Indian, Healthy Food, Rajasthani",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
371,Fresh Food Factory,1,Noida,"E-1, Sector 3, Noida",Sector 3,"Sector 3, Noida",77.3173193,28.5810955,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,140
372,Friend's Restaurant,1,Noida,"Near Shivalik Hospital, Hoshiyar Pur, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3688983,28.583972,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
373,Frozen Grillz,1,Noida,"Shop 12-B, Sethi Arcade, Sethi Max Royal, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3851512,28.5645393,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
374,Frozen Stone,1,Noida,"Food Court, Logix City Centre, Sector 32, Near Sector 34, Noida",Sector 34,"Sector 34, Noida",77.3536634,28.5743086,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4
375,Fusionn Rolls,1,Noida,"Global Metro Complex, Botanical Garden Metro Station, Sector 38, Noida",Sector 38,"Sector 38, Noida",0,0,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
376,Ganesh Chinese Food Corner,1,Noida,"Amrapali Silicon City, Gate 3, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3819508,28.5666463,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
377,Gangaur Sweets,1,Noida,"20-23, A Square Buiding, Opposite Global Indian International School, Sector 73, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3809101,28.5914755,"North Indian, South Indian, Chinese, Mithai",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,34
378,Gauranga Sweets,1,Noida,"15, Jal Vayu Vihar Shopping Complex, Sector 25, Noida",Sector 25,"Sector 25, Noida",77.3381319,28.5843227,Mithai,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
379,Gelato Vinto,1,Noida,"The Great India Place Mall, Sector 38 A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3259363,28.5677476,"Desserts, Ice Cream",250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,32
380,Geoffrey's,1,Noida,"16-A, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Centre Stage Mall, Sector 18, Noida",77.32315633,28.56812092,"Asian, Continental, Italian, North Indian",2600,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,579
381,Get Set Go,1,Noida,"2nd Floor, MSX Mall, Swarn Nagari, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.5282389,28.4580767,"North Indian, Chinese, Continental",800,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5
382,Getafix Petit,1,Noida,"Sports & Cultural Club, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3075696,28.5784806,"Healthy Food, Juices",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,14
383,Ghar Ka Khana,1,Noida,"House 1, Near VDS Market, Hoshiyarpur, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3722342,28.58601,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
384,Ghar Ka Swad,1,Noida,"Shop 23, Basement VDS Market, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3722935,28.5862117,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
385,Giani,1,Noida,"GF-29, Parsvnath Bibhav Plaza, Alpha 1, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5141525,28.4725185,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,0
386,Ginnis Oven,1,Noida,"E-18-A, Sector 8, Noida",Sector 8,"Sector 8, Noida",77.3246524,28.5963721,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,9
387,Go Krazy,1,Noida,"Shop 7, Godavari Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3403537,28.565437,"Italian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,27
388,Go! Biryani,1,Noida,"Sector 29, Noida",Sector 29,"Sector 29, Noida",77.3353589,28.5684579,Biryani,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,144
389,Gola Sizzlers,1,Noida,"K-4, 1st Floor, Ocean Heights, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3235295,28.57113316,"Chinese, North Indian, Mughlai, Continental",1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,198
390,Golden Chaat,1,Noida,"Ground Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.5281286,28.4581066,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
391,Goldenplates,1,Noida,"Gali 4, Main Road Hoshiarpur, Near Red Light, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3664928,28.5822417,"North Indian, Mughlai, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,33
392,Goli Vada Pav No. 1,1,Noida,"120, Ground Floor, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.3348627,28.5764862,Street Food,150,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,280
393,Gopala,1,Noida,"B-1/7, Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3619175,28.570872,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,69
394,Gopala,1,Noida,"Eldeco Convenience Shopping Area, GF, Eldeco Studio Apartments, Sector 93A, Sector 93, Noida",Sector 93,"Sector 93, Noida",77.3853306,28.5146003,"Mithai, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,23
395,Govinda's Restaurant,1,Noida,"A-5, Opposite NTPC Office, Sector 33, Noida",Sector 33,"Sector 33, Noida",77.3499908,28.5866196,"North Indian, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8
396,Goyal Chhole Kulche Wala,1,Noida,"G-48, Udhyog Marg, Sector 6, Near Sector 5",Sector 5,"Sector 5, Noida",77.32,28.59,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
397,Grand Eatery,1,Noida,"B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3707194,28.6191953,"North Indian, Chinese, Mughlai, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,49
398,Grand Heritage Resort,1,Noida,"R-4, Near City Park, Greater Noida, Noida Greater Noida",Greater Noida,"Greater Noida, Noida",77.5237792,28.4764154,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.1,Orange,Average,17
399,Gravity,1,Noida,"402, 3rd Floor, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.3351961,28.5767055,"Chinese, Mughlai, North Indian",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,192
400,Green Chick Chop,1,Noida,"56, Block I, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Ganga Shopping Complex, Sector 29, Noida",77.3355832,28.567448,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,12
401,Green Chick Chop,1,Noida,"1 & 2, Krishna Royal Plaza, Alfa Commercial Belt 1, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5115542,28.4711106,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,20
402,Green Chick Chop,1,Noida,"Shop 32, Block A-2",Sector 110,"Sector 110, Noida",77.38739792,28.53350929,"Raw Meats, Fast Food, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7
403,Green Chick Chop,1,Noida,"C-98/18, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3618197,28.5692859,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,25
404,Green Chick Chop,1,Noida,"Ground Floor, TOT Mall, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3712474,28.6143366,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
405,Green Chick Chop,1,Noida,"Shop 20, Skytech Matrott, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3864967,28.5704048,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
406,Green Chilli Fast Food,1,Noida,"Near Night Stay Hotel, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.313817,28.5788612,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
407,Green Restaurant,1,Noida,"Shop 2, Sharma Market, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3408326,28.5661948,"North Indian, Chinese, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,47
408,Green Restaurant,1,Noida,"Sector 40, Noida",Sector 40,"Sector 40, Noida",0,0,"Chinese, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
409,Green Valley Chinese Food,1,Noida,"Alka Cinema, Near Sai Mandir, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.312979,28.58206,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
410,Green Valley Chinese Food,1,Noida,"Market 5, Opposite Bal Bharti Public School, Sector 25, Noida",Sector 25,"Sector 25, Noida",77.3377069,28.5846506,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
411,Green Vally Chiiness Food,1,Noida,"Near Kanchenjunga Market, Sector 61, Noida",Sector 61,"Sector 61, Noida",77.362366,28.59566,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
412,GreeNox,1,Noida,"A Block, The Corenthum Office Complex, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37371799,28.62667926,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,16
413,Grill Inn,1,Noida,"G-4, Tradex Tower- 2, Alpha Commercial Market, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5146578,28.4725114,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
414,Grill King,1,Noida,"Shop 2, Pavilion Arcade, Jaypee Wish Town. Sector 128, Near, Sector 132, Noida",Sector 132,"Sector 132, Noida",0,0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
415,Grill Point,1,Noida,"Alaknanda Shopping Complex, Sector 28, Noida",Sector 28,"Sector 28, Noida",77.3330621,28.5714962,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,20
416,Grub Patio,1,Noida,"Shop 19, Amrapali Princely Estate, Opposite Silicon City, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3810436,28.5664155,"Cafe, Continental, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,51
417,GVP Creations,1,Noida,"Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37029448,28.61183236,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7
418,Haaochi,1,Noida,"Gurukripa Bhawan, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3631735,28.5878465,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,123
419,Hakka Haus,1,Noida,"Level 2, Logix city Center Mall, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",0,0,"Chinese, Thai",950,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,6
420,Haldiram's,1,Noida,"L-1, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Centre Stage Mall, Sector 18, Noida",77.32303832,28.5680476,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,169
421,Haldiram's,1,Noida,"108-109, Ground Floor, Spice World Mall, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.341214,28.5861409,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,301
422,Handi,1,Noida,"Shop 21, Amarpali Zodiac, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3997654,28.585038,"North Indian, Chinese",850,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,8
423,Handi Mitran Di,1,Noida,"Shop 59, Amarpali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3822877,28.5665638,"Mughlai, North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
424,Haochi,1,Noida,"Shop 1 & 2, Lower Ground Floor, Hyde Park, Commercial Complex, Sector 78, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",0,0,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
425,Happy Hakka,1,Noida,"149, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.3353591,28.5764845,"Chinese, Asian, Thai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,582
426,Hari Om Restaurant,1,Noida,"Main Road, I Block Market, Sector 22, Noida",Sector 22,"Sector 22, Noida",77.3446655,28.5990702,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
427,Hari Sweets,1,Noida,"14, Alaknanda Shopping Complex, Sector 28, Noida",Sector 28,"Sector 28, Noida",77.3330963,28.5714642,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14
428,Hasty Tasty Fast Food,1,Noida,"Opposite HCL, N 1, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.3625711,28.6057844,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
429,Health Buzzz,1,Noida,"22 GF, B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3707092,28.6184991,Healthy Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,11
430,Heavens Food Xprs,1,Noida,"Main Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3624558,28.5699364,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
431,Heaven's Point,1,Noida,"341, Near Mother Diary, Arun Vihar, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3425375,28.5691352,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
432,Himalaya,1,Noida,"Near JS Arcade, Atta Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32435126,28.57242813,North Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,31
433,Himalaya Momos & Roll,1,Noida,"Lakhi Ram Market, Near Sabji Mandi, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.324321,28.5735123,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,15
434,Hira Sweets,1,Noida,"B-13, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32480153,28.57024863,"Mithai, North Indian, South Indian, Street Food, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,36
435,Home Cafe,1,Noida,"Block A, Sector 46, Near Sector 44, Noida",Sector 44,"Sector 44, Noida",0,0,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
436,Hookie Dookie,1,Noida,"RN 39, Basement, B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3706875,28.6193211,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
437,Hooting Owl Cafe,1,Noida,"97, B Block Market, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3101406,28.582123,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
438,Hot & Sour,1,Noida,"Near Ganga Shopping Complex, Sector 29, Noida",Sector 29,"Sector 29, Noida",77.3350897,28.5670876,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,46
439,Hot & Spicy,1,Noida,"C Block, Lozix Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3665825,28.612911,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
440,Hot Chilli Food Plaza,1,Noida,"Gali 3, Village Chhalera, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.3431656,28.5585244,"North Indian, South Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
